"id","trade_px","trade_volume","b1","b2","b3","b4","b5","a1","a2","a3","a4","a5","bq1","bq2","bq3","bq4","bq5","aq1","aq2","aq3","aq4","aq5","order_date_time","trades_date_time","update_type"
122,6109.33,0.0425,6109.33,6108.09,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.417247","20180628 09:20:41.698818",2
14,6109.33,0.0425,6109.33,6108.07,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.86878007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:41.948993","20180628 09:20:41.676789",1
862,6109.33,0.0425,6109.33,6107.97,6107.73,6107.56,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.86878007,0.016,0.001,0.002,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:42.122224","20180628 09:20:41.679036",1
123,6109.33,0.0425,6109.33,6107.97,6107.73,6107.56,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.87078007,0.016,0.001,0.002,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:42.305182","20180628 09:20:41.698818",1
428,6109.33,0.0425,6109.33,6107.97,6107.73,6107.56,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.87078007,0.016,0.001,0.002,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:42.773056","20180628 09:20:41.672068",1
26,6109.33,0.0425,6109.33,6107.97,6107.73,6107.56,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.87078007,0.016,0.001,0.002,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:42.791651","20180628 09:20:41.682224",1
445,6109.33,0.0425,6109.33,6107.94,6106.41,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.86878007,0.016,0.002,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:43.202751","20180628 09:20:41.678335",1
863,6109.33,0.0425,6109.33,6107.93,6107.73,6107.5,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,32.83278007,0.016,0.001,0.002,0.001,5.68886258,0.1,1.0,0.004,1.63713,"20180628 09:20:44.007347","20180628 09:20:41.679036",1
429,6109.33,0.0425,6109.33,6107.93,6107.73,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.86878007,0.016,0.001,2.1,0.06577763,5.68886258,0.1,1.0,0.004,1.63713,"20180628 09:20:44.628093","20180628 09:20:41.672068",1
124,6109.33,0.0425,6109.33,6107.93,6107.73,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.86878007,0.016,0.001,2.1,0.06577763,5.68886258,0.1,1.0,0.004,1.63713,"20180628 09:20:44.696665","20180628 09:20:41.698818",1
15,6109.33,0.0425,6109.33,6107.93,6107.73,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.86878007,0.016,0.001,2.1,0.06577763,5.68886258,0.1,1.0,0.004,1.63713,"20180628 09:20:44.813716","20180628 09:20:41.676789",1
446,6109.33,0.0425,6109.33,6107.91,6106.38,6105.5,6105.0,6109.34,6110.0,6110.56,6111.0,6111.29,34.87078007,0.016,2.1,0.06577763,1.0,5.68886258,0.1,1.0,0.004,1.63713,"20180628 09:20:45.066206","20180628 09:20:41.678335",1
27,6109.33,0.0425,6109.33,6107.93,6107.73,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.86878007,0.016,0.001,2.1,0.06577763,5.68886258,0.1,1.0,0.004,1.63713,"20180628 09:20:45.773419","20180628 09:20:41.682224",1
864,6109.33,0.0425,6109.33,6108.73,6107.91,6107.73,6107.33,6109.34,6110.0,6110.56,6111.0,6111.29,34.85828007,0.001,0.016,0.001,0.002,5.68886258,0.105,1.0,0.004,1.63713,"20180628 09:20:45.918188","20180628 09:20:41.679036",1
125,6109.33,0.0425,6109.33,6107.91,6107.73,6107.33,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.85828007,0.016,0.001,0.002,2.1,5.68886258,0.105,1.0,0.004,1.63713,"20180628 09:20:46.576866","20180628 09:20:41.698818",1
16,6109.33,0.0425,6109.33,6107.91,6107.73,6107.33,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.85828007,0.016,0.001,0.002,2.1,5.68886258,0.105,1.0,0.004,1.63713,"20180628 09:20:46.675622","20180628 09:20:41.676789",1
